"gbifID","decimalLatitude","decimalLongitude"
1936172192,43.1478,-4.7968
1936172166,38.4491,-2.4397
1936149069,40.3739,-1.9411
1936148329,42.8443,-2.2548
1936141380,41.1894,-3.1205
1936131931,41.2525,-3.061
1936117971,43.2878,-5.0351
1936102328,42.2872,-2.4797
1936091793,38.4491,-2.4397
1936090496,42.4531,-6.6422
1936021547,38.0531,-2.5681
1935989732,39.8249,-1.2485
1935968954,40.5732,-2.0798
1935968912,40.5732,-2.0798
1935968676,42.5963,0.1954
1935710856,47.27729,14.35562
1935710853,45.28028,14.20222
1935710839,47.19802,15.46525
1935710820,47.35596,15.33184
1935710799,47.42167,14.60325
1935710788,47.25858,14.34211
1935710621,45.45825,14.01869
1935710586,47.68889,15.69917
1935710579,46.78194,12.78833
1935710570,46.77667,12.79083
1935710569,47.33278,15.405
1935710246,47.49167,13.95722
1935710107,47.51889,14.05111
1935710058,47.77833,16.58278
1935709878,47.53106,15.03653
1935709867,47.77917,16.58278
1935708977,47.57361,13.98333
1935708952,46.55417,11.80167
1935708925,47.68806,15.60222
1935708841,47.44056,11.30556
1935708716,47.65556,14.26694
1935708658,47.19694,15.47083
1935708538,47.61528,14.7
1935708445,47.595,13.98333
1919928106,47.5675,13.63361
1919549491,47.64861,13.17667
1919549490,51.11722,23.38583
1919549488,50.15778,19.33111
1899850024,47.77472,15.48583
1899737946,47.72332,15.51348
1883575476,46.375,14.54167
1882653770,40.36167,-1.83417
1881990338,48.87,10.97
1851413239,42.7559,-4.2581
1851412564,43.091,-4.788
1851407032,42.6978,-4.5829
1851406751,42.817,-5.061
1851404676,42.46184,-6.67954
1851403179,42.91,-5.76
1851392224,43,-6.24
1851384721,43.082,-4.787
1851382345,43.006,-5.067
1851379061,42.851,-2.247
1851378593,42.91,-5.88
1851377605,42.8276,-5.0829
1851374180,42.9997,-4.6274
1851373840,43.074,-4.763
1851370868,43.02,-5.15
1851363989,42.842,-5.576
1851347126,42.91,-5.76
1851335463,41.007,-3.03
1851332195,43.082,-4.787
1851331617,42.917,-5.824
1851331196,43,-6.24
1851328391,40.679,-2.036
1851323535,43,-6.24
1851322446,43.049,-5.167
1851320379,43.02,-5.27
1851319684,42.91,-5.76
1848988945,47.57111,13.61833
1848988790,48.77722,21.12667
1848988701,48.9475,20.11861
1848988642,48.11667,16.26667
1848988523,48.77444,21.13028
1848988238,48.88306,20.88889
1848988221,49.26,20.16028
1848988220,47.16667,13.23333
1848988204,48.13333,16.93333
1848988086,47.525,14.625
1848987985,46.50889,14.36528
1848911673,38.19991,-6.122048
1848816939,50.938472,-0.542201
1848816744,50.938472,-0.542201
1845010228,47.571944,11.025556
1842902259,42.707,0.845
1842887602,41.4,1.15
1842880845,42.13,1.85
1842880741,42.22,2.09
1842871050,42.13,1.85
1842870984,42.75,0.86
1838165543,48.48083,5.48056
1838165515,47.89861,7.10111
1838165506,48.48083,5.48056
1838165504,48.48083,5.48056
1838163685,48.76361,5.54972
1838163661,48.76361,5.54972
1837903371,47.340832,10.212222
1837473140,44.192096,8.129389
1830994441,47.97861,16.16444
1830994346,50.42056,10.95472
1830994202,50.35972,6.63528
1830994176,46.74806,13.44722
1830994135,50.80667,13.93333
1830994130,50.81056,10.4075
1830994098,51.77472,10.83889
1830994097,47.71611,15.7625
1830994090,40.28333,15.4925
1830992941,46.59619,10.43178
1830992874,46.11492,7.51156
1830992866,46.21008,7.17047
1830992542,48.12222,16.25167
1830992269,47.94111,15.705
1806556798,42.689057,-1.584721
1705499115,48.0442,16.2803
1705499094,47.6944,15.84
1705499057,48.103,16.1962
1705489492,47.724,13.0117
1705486619,49.5955,17.2573
1705479083,47.724,13.0117
1705477525,48.65,16.03
1705477487,47.42,14.92
1705477251,46.85,13.33
1705474902,44.6667,6.5
1705473950,44.6667,6.5
1705472424,46.67,13.83
1705471890,46.85,13.33
1702509861,42.59,-1.35
1701544149,42.40583,19.99278
1701289712,49.1775,18.5861
1701202319,42.914861,-5.822933
1701153516,44.059143,10.208277
1701147969,44.013931,10.696641
1699354585,46.587778,7.215556
1699353053,46.649167,7.189444
1697680610,48.222357,24.230819
1676092120,45.49995,14.074733
1671671607,43.92947,7.6047
1671671576,44.00677,7.663951
1671671569,43.92947,7.6047
1671671517,43.938567,7.607939
1671671503,43.92947,7.6047
1671671496,43.938874,7.758873
1671671491,43.92947,7.6047
1671671480,43.938874,7.758873
1671671472,43.92947,7.6047
1657197363,47.57278,15.135
1657197346,46.79778,14.94333
1657197307,47.34139,15.41694
1657197267,46.7875,14.9775
1657197236,47.58583,15.22917
1657197212,48.10833,16.16278
1638420040,47.775,15.29167
1638420020,47.84806,16.02222
1638419575,46.45,13.58333
1638418690,47.19722,15.47028
1638418524,47.53278,14.96056
1638416568,46.50667,14.48667
1638416484,46.50667,14.48667
1638416239,47.35139,15.46528
1584383831,46.97806,13.77361
1584383822,47.71722,15.77528
1584383813,43.28056,18.7325
1584382926,42.69806,19.67333
1584382919,48.73333,18.39306
1584382915,48.73333,18.39306
1584382912,48.73333,18.39306
1584382910,48.73333,18.39306
1584382909,48.73333,18.39306
1584382907,48.73333,18.39306
1571769013,42.914861,-5.822933
1502042599,40.75,0.22
1502015364,40.05,-1.42
1502015204,40.05,-1.42
1501965726,39.05,-0.86
1501965718,39.05,-0.86
1501109010,40.71,0.2
1500868875,39.1,-0.92
1500700222,40.71,0.18
1500698673,40.66,0.22
1500698376,40.75,0.22
1500698029,40.75,0.1
1438486954,47.2225,2.06944
1438486945,47.063055,2.3255
1438486936,45.855528,6.222944
1438477396,47.331944,2.839722
1332791853,50.6444,10.167
1332791837,50.3639,9.94711
1332791825,50.2906,9.92191
1332791820,50.4905,9.92939
1332791815,50.4452,9.96913
1332791805,50.6321,9.92192
1332791801,50.6321,9.92192
1332791794,50.5134,9.62408
1288095873,50.613117,10.062633
1270042348,47.517384,10.412415
1270042164,47.501362,10.411942
1270041490,47.46196,13.513785
1269977672,52.338888,0.133839
1264998882,48.331667,16.361667
1264998757,47.3942,13.6892
1264998406,47.26474,15.00108
1264998363,48.071944,16.282222
1264998316,47.089444,15.385278
1264998218,47.711111,15.720556
1264998211,47.19516,11.49935
1264997568,47.19516,11.49935
1264997534,48.085,16.246944
1264997492,47.26474,15.00108
1264997448,48.13362,13.95305
1264997433,47.599722,13.168333
1264997014,47.500833,14.932222
1264995498,47.786944,15.913333
1264995435,47.339167,14.736111
1264995407,47.415,11.9475
1264995406,47.415,11.9475
1264995397,47.272222,13.078611
1264995393,47.618333,15.1425
1264995021,47.123889,13.175556
1264994894,47.724,15.8804
1260852829,46.58305,9.61666
1233567464,42.430133,19.763783
1213675135,47.902222,15.254167
1144641741,48.85778,2.34694
1144641736,48.8,11.41667
1144641735,45.82368,6.47449
1144641732,43.11833,1.24361
1144641729,45.79977,9.94811
1144641728,44.46611,3.49
1144641727,43.27861,3.36667
1144641725,43.37278,11.02667
1144641724,43.97806,5.20389
1144641723,43.92639,7.17417
1144641722,43.77417,4.05306
1144641721,48.64,2.975
1144641720,45.82368,6.47449
1144641719,45.82368,6.47449
1144641717,45.79977,9.94811
1144641715,43.13694,2.46444
1144641713,46.56444,2.55194
1144641712,45.71889,3.18694
1144641710,48.64,2.975
1144641705,43.13694,2.46444
1142098765,46.65583,12.21472
1142098752,46.58694,11.75361
1135458759,42.58389,1.03861
1135458756,42.58389,1.03861
1135458753,42.59333,2.12333
1135458735,47.2825,10.36111
1135458721,47.99833,13.0975
1135458713,47.71194,15.76167
1135458703,47.9825,16.14278
1135458692,47.58833,24.80861
1135458691,46.48806,6.17917
1135458690,48.12333,16.24889
1135458689,42.59333,2.12333
1135458687,48.09972,15.91444
1135458679,49.23611,20.21639
1135458676,48.12333,16.24889
1135458675,47.60361,15.08889
1135458674,48.88167,19.04
1135458673,47.56833,14.63167
1135458667,46.09194,13.83056
1135458664,44.39861,3.60639
1135458642,47.44694,25.56167
1135458630,46.46722,22.84194
1135458615,43.865,3.31889
1135458566,45.3625,25.43194
1135458559,47.59056,24.80194
1135458549,47.59056,24.80194
1135458544,45.3625,25.43194
1135458536,45.3625,25.43194
1135458529,48.22972,24.23111
1135458512,48.22972,24.23111
1135458460,46.37583,13.45917
1135458449,47.27556,13.44583
1135458435,46.94917,13.00611
1135458394,46.44639,23.5875
1135458385,47.905,15.68444
1135458375,42.40889,1.75806
1135458369,50.055,17.23639
1135458364,46.76056,12.88972
1135458361,50.055,17.23639
1135458359,50.055,17.23639
1135458358,44.22278,6.90556
1135458352,40.81944,0.35694
1135458347,47.69111,15.62806
1135458346,48.37361,15.68972
1135458328,47.70611,14.07361
1135458326,46.38028,12.48694
1135458321,45.83917,10.69417
1135458311,50.055,17.23639
1135458288,48.12472,16.93306
1135458283,45.92194,9.37667
1135458279,46.38028,12.48694
1135458276,48.12528,16.93833
1135458263,45.94111,9.8025
1135455458,42.45667,13.56083
1135455410,46.96667,12.26667
1135455377,46.65,12.56667
1135455371,47.01667,13.1
1135452048,47.925,15.79167
1099896576,47.038333,8.505
1099058983,47.795559,11.296091
1099058922,47.599998,10.783334
1086701317,50.395279,6.533333
1086701316,43.717499,6.474722
1057605140,50.952361,0.221594
1057550513,50.952361,0.221594
1056284111,50.938472,-0.542201
1056004254,51.268943,-0.371775
1055571917,51.268943,-0.371775
1054788909,46.8689,2.49
1054788897,46.8689,2.49
1053986450,42.9,-1.21
1053984798,42.64,-1.2
1053984779,42.67,-1.05
1053984778,42.67,-1.05
1053984771,42.66,-1.15
1053984749,42.63,-1.17
1053984741,42.63,-1.14
1053984736,42.66,-1.18
1053983456,42.62,-1.15
1053982519,42.57,-1.63
1053982267,42.96,-0.92
1053981996,43.02,0.34
1053981685,42.76,-1.77
1050628990,41.79,-1.77
1050619603,42.8,-2.27
1050597821,42.95,-0.71
1050597796,42.71,-3.38
1050597790,42.83,-3.22
1050597788,42.86,-0.84
1050597785,42.88,-2.24
1050597784,42.61,-2.62
1050597782,42.68,-3.18
1050597781,42.6,-2.59
1050597779,42.98,-0.99
1050597775,42.85,-2.24
1050597773,42.61,-2.53
1050597771,42.6,-2.59
1050597770,42.6,-2.6
1050597769,42.95,-0.87
1050597768,43.04,-3.12
1050597767,42.16,-2.13
1050597766,43.01,-2.03
1050597764,42.77,-2.6
1050597763,42.88,-0.7
1050597762,42.76,-2.59
1050597761,42.95,-0.72
1050597758,42.92,-0.75
1050597756,42.98,-0.99
1050597752,42.76,-0.24
1050597750,42.93,-0.75
1038235114,49.089165,8.56
1038235108,47.338612,10.209444
1019747730,44.93333,6.73333
1019747723,49.06667,1.53333
911794757,51.254166,10.048334
910482717,42.7,0.99
895304831,40.67,-0.57
895303821,40.76,0.33
895303727,40.76,0.33
895302410,39.5,-0.85
895301734,40.71,0.18
895298471,40.04,-2.04
895290494,41.42,-2.94
895286962,40.24,-1.53
895286783,40.42,-1.7
895286531,40.07,-1.43
895286306,40.66,-2.02
895285253,40.49,-0.46
895284463,43.11,-5.27
895280368,40.51,-1.88
895278027,40.4,-0.58
895277848,40.5,-0.42
895275974,40.75,0.22
895275290,40.97,-3.06
895273948,43.12,-1.96
895273074,40.75,0.22
895272747,43.12,-1.96
895269601,40.05,-1.42
895269197,40.84,0.21
895268401,40.05,-1.07
895268216,39.05,-0.86
895267833,41.24,-3.06
895266047,40.58,-0.58
895262202,40.24,-1.53
895262168,40.24,-1.53
895262065,40.58,-0.58
895262022,40.42,-1.76
895259478,40.33,-1.65
895255427,42.13,-1.97
895255406,40.51,-2.11
895254583,40.52,2E-05
895253951,41.33,-2.82
895253923,38.44,-2.48
895253206,41.51,-2.94
895252921,42.64,-0.01
895252241,42.73,-0.25
895252078,40.42,-1.88
895251007,40.75,0.22
895247421,39.1,-0.92
895244114,40.67,-0.57
895241446,40.42,-1.88
895241445,40.51,-2.11
895236007,40.49,-0.58
895228623,40.39,-1.79
895211770,39.05,-0.86
895202132,42.38,-0.63
895198998,40.71,0.2
895190313,40.71,0.18
895189939,40.75,0.22
895189906,40.66,0.22
895189868,40.75,0.1
895177195,40.57,0.11
895177153,40.69,0.08
895176972,40.39,-2.07
895165388,40.07,-2.05
895159960,43.03,-5.93
895152871,38.5,-2.45
895145775,40.04,-2.04
895142108,41.96,-2.34
895140284,40.06,-2
895140139,41.06,-2.94
833456061,50.2,6.416666
812029157,46.524733,12.017217
812029151,50.576483,9.190017
812029145,50.565367,9.18395
812029144,50.5363,9.355017
812029143,50.55155,9.202117
812029142,50.666883,9.15875
812029141,50.650267,9.1705
812029140,50.650267,9.1705
812029139,50.638967,9.153533
812029132,50.648533,9.18165
812029131,50.666883,9.15875
812029127,50.573883,9.6418
812029119,50.583083,9.84745
812029118,50.6935,9.1792
812029117,50.679317,9.76705
812029101,50.571817,10.003067
812029100,50.529083,9.88855
812029099,50.713333,9.948983
812029098,50.713333,9.948983
812029097,50.69415,9.944633
812029096,50.713333,9.948983
767275126,42.7558,-0.208424
767274934,42.945661,-0.764608
767274210,42.710605,-1.321924
767267762,42.890985,-1.885915
767265515,42.869395,-1.605974
767265513,43.066252,-1.564405
767259601,42.641,-0.298
767258944,42.522,-1.083
767250334,42.792888,-1.960162
767250300,41.969895,-2.280615
699147046,46.0568,10.513817
442062143,52.123055,11.636666
439289254,42.9,0.06667
438955887,42.95,-0.43333
438955852,47.68917,15.68889
438622189,46.25,5.66667
438622167,48.43611,2.705
438289398,46.85278,2.42056
438289369,47.68917,15.68889
437977921,46.96889,0.19556
437977920,46.96889,0.19556
437623681,42.9,0.06667
437623657,42.75722,-0.04944
437623629,44.41667,6.9
437291134,42.96667,-0.38333
436958114,47.68917,15.68889
436958103,47.68917,15.68889
335229650,48.497935,7.774309
335229613,48.549427,7.776221
335229608,48.575754,7.774924
318118843,40.41,-0.62
318118634,42.78,-0.23
318118261,42.64,-0.01
318118150,40.32,-1.86
318118116,40.66,-2.02
318118097,40.39,-0.63
318118095,40.39,-0.63
317870428,50.476944,9.1575
296517329,46.665833,11.775
296517328,46.665833,11.775
296517327,46.238611,11.215
296517318,46.615556,11.46
296517317,46.615556,11.46
296517316,46.615556,11.46
296517315,46.622778,10.707222
296517314,46.622778,10.707222
296517313,46.622778,10.707222
296517287,46.229722,11.195833
296517284,46.534722,11.466944
296517283,46.534722,11.466944
296517282,46.534722,11.466944
296517281,46.741667,11.611111
296517280,46.741667,11.611111
296517278,46.741667,11.611111
296517277,46.416828,11.208528
296517276,46.416828,11.208528
296517213,47.577,13.132
296517201,46.733,12.647
296517200,46.745556,12.606389
232590835,38.456,-2.433
214559595,46.783333,12.783334
214393567,42.869999,-5.82
211634554,43.049999,-6.3
211634553,43.049999,-6.3
211634432,43.049999,-6
211634351,43.049999,-6
211634208,43.040001,-6.14
211634169,43.279999,-6.03
211634159,43.240002,-6.09
211634108,43.130001,-5.36
211634101,43.169998,-5.94
211634093,43.18,-5.93
211634091,43.259998,-5.94
211634090,43.259998,-5.94
211633916,42.849998,-2.25
211633716,43.209999,-4.71
211633715,43.200001,-4.74
211633714,43.18,-4.87
211633713,43.200001,-4.72
211633712,43.200001,-4.74
211633711,43.209999,-4.69
211633710,43.139999,-4.84
211633709,43.220001,-4.69
211633708,43.220001,-4.7
211633707,43.200001,-4.69
211633706,43.23,-4.98
211633705,43.200001,-4.69
204433707,42.966999,-0.774
204433664,42.68,-2.33
204433659,42.68,-2.33
204433658,42.66,-1.11
204433367,42.712002,-1.846
204433366,42.634998,-2.36
204433365,43.009998,-6.36
204433364,42.537998,-1.52
204433363,42.564999,-1.52
204433362,42.780998,-0.965
204433361,42.647999,-1.713
204433360,42.647999,-1.713
204433359,42.500999,-1.509
204433358,42.870998,-1.574
204433357,42.702,-1.077
204433356,42.653999,-1.444
204433355,42.716,-1.431
204433354,42.640999,-1.176
204433353,42.988998,-1.007
204433352,42.950001,-0.836
204433351,42.993,-2.025
204433350,42.974998,-2.013
204433349,42.451,-1.133
204433326,43.002998,-2.061
204433325,42.977001,-2.344
204433324,42.762001,-2.591
204433323,42.68,-3.18
204433322,42.851002,-2.247
199494937,42.851,-2.247
198470260,43.150002,-4.81
198470259,43.07,-4.76
164028898,38.5,-2.45
137522719,42.985679,-6.004402
137522377,42.869635,-0.702463
137481252,42.849998,-2.25
137480758,40.380001,-0.61
85324033,43.049999,-6.3
85324031,43.049999,-6.3
85323329,43.049999,-6
85322839,43.049999,-6
85322185,43.040001,-6.14
85322052,43.279999,-6.03
85321999,43.240002,-6.09
85321804,43.130001,-5.36
85321798,43.169998,-5.94
85321790,43.18,-5.93
85321788,43.259998,-5.94
85321787,43.259998,-5.94
85321551,42.849998,-2.25
85320957,43.209999,-4.71
85320952,43.200001,-4.74
85320949,43.18,-4.87
85320946,43.200001,-4.72
85320943,43.200001,-4.74
85320941,43.209999,-4.69
85320939,43.139999,-4.84
85320937,43.220001,-4.69
85320934,43.220001,-4.7
85320932,43.200001,-4.69
85320930,43.23,-4.98
85320926,43.200001,-4.69
30887039,38.5,-2.42
30884313,38.51,-2.51
30884312,43.14,-2.74
30884310,42.77,-0.35
30884307,42.64,-0.13
30884305,41.06,-3.53
30883783,42.77,-0.35
30883781,43.2,-4.78
14527144,47.7912,2.48186
14526911,47.7329,3.66289
14526910,47.6723,3.58715
14526909,47.6927,3.63402
14526908,47.7012,3.58753
14526907,47.5882,3.69195
14526906,47.5839,3.59931
14526548,47.3855,3.11187
14526298,47.8808,2.76513
